2,2,19,0.5
2,3,19,0.5
2,4,19,0.5
2,5,19,0.5
2,6,19,0.5
2,7,19,0.5
2,8,19,0.5
2,9,19,0.5
2,10,19,0.5
2,11,19,0.5
2,12,19,0.5
2,13,19,0.5
2,14,19,0.5
2,15,19,0.5
2,16,19,0.5
2,17,19,0.5
2,18,19,0.5
2,19,19,0.5463676452636719
2,20,19,0.5126865029398002
2,21,19,0.5660281131653068
2,22,19,0.5181622670445946
2,23,19,0.5555994856423904
2,24,19,0.5210996911828579
2,25,19,0.5492659945057214
2,26,19,0.5230978867351163
2,27,19,0.5458585614878178
2,28,19,0.524621542779496
2,29,19,0.5441125170144939
2,30,19,0.5258367120562171
2,31,19,0.5430932569985671
2,32,19,0.5268391470423842
2,33,19,0.5424018460829945
2,34,19,0.5276870842163895
2,35,19,0.5418970390120705
2,36,19,0.5284176396182585
2,37,19,0.5446019774943525
2,38,19,0.5371359702132281
2,39,19,0.5470279156744615
2,40,19,0.54054793766715
2,41,19,0.544826697151433
2,42,19,0.5378747961427195
2,43,19,0.5434012976451825
2,44,19,0.5364326022802592
2,45,19,0.5428689991977929
2,46,19,0.5360072606446882
2,47,19,0.5426767058003014
2,48,19,0.535987476744046
2,49,19,0.5425695859016985
2,50,19,0.5360821069038695
2,51,19,0.5424912015460397
2,52,19,0.5362165671635131
2,53,19,0.5424372994769368
2,54,19,0.5363775491704624
2,55,19,0.5426370055648886
2,56,19,0.5376948079050652
2,57,19,0.5537661784480677
2,58,19,0.5386533994071451
2,59,19,0.5590460867903464
2,60,19,0.5377520779709911
2,61,19,0.5518638459769767
3,3,19,0.5
3,4,19,0.5
3,5,19,0.5
3,6,19,0.5
3,7,19,0.5
3,8,19,0.5
3,9,19,0.5
3,10,19,0.5
3,11,19,0.5
3,12,19,0.5
3,13,19,0.5
3,14,19,0.5
3,15,19,0.5
3,16,19,0.5
3,17,19,0.5
3,18,19,0.5463676452636719
3,19,19,0.5104125588185313
3,20,19,0.5834617614746094
3,21,19,0.5156309893213996
3,22,19,0.5561787220666139
3,23,19,0.5179064249585535
3,24,19,0.5496804482822994
3,25,19,0.520030904208577
3,26,19,0.5451577331355765
3,27,19,0.5216421978259717
3,28,19,0.5422074161503797
3,29,19,0.5229584404613467
3,30,19,0.540446791352239
3,31,19,0.5240526040346637
3,32,19,0.5394634931949381
3,33,19,0.5249734960530714
3,34,19,0.5388923134518402
3,35,19,0.5261391358156757
3,36,19,0.5419673681922527
3,37,19,0.5320470171950236
3,38,19,0.5412858207112863
3,39,19,0.5359450336661039
3,40,19,0.5435447756800574
